gene_symbol	chrom	start	end	strand	ensembl_id
FKBP4	12	2794290	2805423	+	ENSG00000004478
ITFG2	12	2812622	2859791	+	ENSG00000111203
NRIP2	12	2825348	2835544	-	ENSG00000053702
TEX52	12	2849046	2857039	-	ENSG00000283297
FOXM1	12	2857676	2877174	-	ENSG00000111206
RHNO1	12	2876258	2889524	+	ENSG00000171792
TULP3	12	2877223	2941138	+	ENSG00000078246
TEAD4	12	2959330	3040676	+	ENSG00000197905
TSPAN9	12	3077355	3286564	+	ENSG00000011105
PRMT8	12	3381349	3593977	+	ENSG00000111218
CRACR2A	12	3606633	3764819	-	ENSG00000130038
PARP11	12	3791047	3873448	-	ENSG00000111224
CCND2	12	4269771	4306933	+	ENSG00000118971
TIGAR	12	4307763	4360028	+	ENSG00000078237
FGF23	12	4368227	4379712	-	ENSG00000118972
FGF6	12	4428155	4445815	-	ENSG00000111241
FERRY3	12	4487735	4538519	-	ENSG00000047621
RAD51AP1	12	4538798	4560254	+	ENSG00000111247
DYRK4	12	4562208	4615302	+	ENSG00000010219
AKAP3	12	4613383	4649072	-	ENSG00000111254
NDUFA9	12	4649095	4694317	+	ENSG00000139180
GALNT8	12	4720267	4851927	+	ENSG00000130035
KCNA6	12	4809334	4813318	+	ENSG00000151079
KCNA1	12	4909905	4918256	+	ENSG00000111262
KCNA5	12	5043879	5046788	+	ENSG00000130037
NTF3	12	5432108	5521536	+	ENSG00000185652
ANO2	12	5531869	5946232	-	ENSG00000047617
VWF	12	5948877	6124770	-	ENSG00000110799
CD9	12	6199715	6238271	+	ENSG00000010278
PLEKHG6	12	6310225	6328934	+	ENSG00000008323
TNFRSF1A	12	6328757	6342114	-	ENSG00000067182
SCNN1A	12	6346843	6383917	-	ENSG00000111319
LTBR	12	6375045	6391571	+	ENSG00000111321
CD27	12	6444941	6451718	+	ENSG00000139193
TAPBPL	12	6451690	6466517	+	ENSG00000139192
VAMP1	12	6462237	6470677	-	ENSG00000139190
MRPL51	12	6491886	6493846	-	ENSG00000111639
NCAPD2	12	6493356	6531970	+	ENSG00000010292
GAPDH	12	6534012	6538930	+	ENSG00000111640
IFFO1	12	6538961	6556102	-	ENSG00000010295
NOP2	12	6556863	6568691	-	ENSG00000111641
CHD4	12	6570081	6614982	-	ENSG00000111642
LPAR5	12	6618835	6636444	-	ENSG00000184574
ACRBP	12	6638075	6647433	-	ENSG00000111644
ING4	12	6650300	6663148	-	ENSG00000111653
ZNF384	12	6666477	6689572	-	ENSG00000126746
PIANP	12	6693791	6700848	-	ENSG00000139200
COPS7A	12	6724014	6731875	+	ENSG00000111652
MLF2	12	6747986	6768932	-	ENSG00000089693
PTMS	12	6765516	6770952	+	ENSG00000159335
LAG3	12	6772360	6778455	+	ENSG00000089692
CD4	12	6786858	6820807	+	ENSG00000010610
GPR162	12	6821624	6829972	+	ENSG00000250510
P3H3	12	6828381	6839854	+	ENSG00000110811
GNB3	12	6839954	6847393	+	ENSG00000111664
CDCA3	12	6844793	6851318	-	ENSG00000111665
USP5	12	6852122	6866632	+	ENSG00000111667
TPI1	12	6867119	6870948	+	ENSG00000111669
SPSB2	12	6870934	6889358	-	ENSG00000111671
LRRC23	12	6873569	6914241	+	ENSG00000010626
ENO2	12	6913745	6923707	+	ENSG00000111674
ATN1	12	6924463	6942322	+	ENSG00000111676
C12orf57	12	6942938	6946003	+	ENSG00000111678
PTPN6	12	6946417	6961316	+	ENSG00000111679
PHB2	12	6965327	6970841	-	ENSG00000215021
EMG1	12	6970805	6979936	+	ENSG00000126749
LPCAT3	12	6976176	7018538	-	ENSG00000111684
C1S	12	6988259	7071281	+	ENSG00000182326
C1R	12	7080213	7092540	-	ENSG00000159403
C1RL	12	7089587	7109245	-	ENSG00000139178
RBP5	12	7115736	7128889	-	ENSG00000139194
CLSTN3	12	7128077	7158945	+	ENSG00000139182
PEX5	12	7188653	7218574	+	ENSG00000139197
ACSM4	12	7304072	7328719	+	ENSG00000215009
CD163L1	12	7346685	7479897	-	ENSG00000177675
CD163	12	7470811	7503910	-	ENSG00000177575
APOBEC1	12	7649400	7665908	-	ENSG00000111701
GDF3	12	7689784	7695775	-	ENSG00000184344
DPPA3	12	7711402	7717561	+	ENSG00000187569
CLEC4C	12	7724646	7751620	-	ENSG00000198178
NANOGNB	12	7765216	7774121	+	ENSG00000205857
NANOG	12	7787794	7799146	+	ENSG00000111704
SLC2A14	12	7812512	7891148	-	ENSG00000173262
SLC2A3	12	7919230	8019007	-	ENSG00000059804
FOXJ2	12	8032698	8055522	+	ENSG00000065970
C3AR1	12	8056844	8066374	-	ENSG00000171860
NECAP1	12	8076939	8097881	+	ENSG00000089818
CLEC4A	12	8123617	8138607	+	ENSG00000111729
ZNF705A	12	8157015	8188537	+	ENSG00000196946
FAM90A1	12	8221260	8227621	-	ENSG00000171847
CLEC6A	12	8455962	8478330	+	ENSG00000205846
CLEC4D	12	8509475	8522366	+	ENSG00000166527
CLEC4E	12	8533305	8540905	-	ENSG00000166523
AICDA	12	8602155	8613242	-	ENSG00000111732
MFAP5	12	8637346	8672519	-	ENSG00000197614
RIMKLB	12	8681483	8783095	+	ENSG00000166532
A2ML1	12	8822621	8887001	+	ENSG00000166535
PHC1	12	8913827	8942938	+	ENSG00000111752
M6PR	12	8940358	8951856	-	ENSG00000003056
KLRG1	12	8950044	9010760	+	ENSG00000139187
A2M	12	9067664	9116229	-	ENSG00000175899
PZP	12	9148840	9208399	-	ENSG00000126838
KLRB1	12	9594551	9607916	-	ENSG00000111796
CLEC2D	12	9664969	9699553	+	ENSG00000069493
CD69	12	9752486	9760901	-	ENSG00000110848
KLRF1	12	9827481	9845007	+	ENSG00000150045
CLEC2B	12	9852369	9870635	-	ENSG00000110852
KLRF2	12	9881489	9895833	+	ENSG00000256797
CLEC2A	12	9898673	9932370	-	ENSG00000188393
CLEC12A	12	9951316	9995694	+	ENSG00000172322
CLEC1B	12	9985642	10013424	-	ENSG00000165682
CLEC12B	12	10010627	10018796	+	ENSG00000256660
CLEC9A	12	10030678	10066031	+	ENSG00000197992
CLEC1A	12	10069554	10111627	-	ENSG00000150048
CLEC7A	12	10116777	10130258	-	ENSG00000172243
OLR1	12	10158301	10172138	-	ENSG00000173391
TMEM52B	12	10170512	10191807	+	ENSG00000165685
GABARAPL1	12	10212458	10223128	+	ENSG00000139112
KLRD1	12	10226058	10329608	+	ENSG00000134539
KLRC4-KLRK1	12	10372353	10410146	-	ENSG00000255819
KLRK1	12	10372353	10391874	-	ENSG00000213809
KLRC4	12	10403059	10409757	-	ENSG00000183542
KLRC3	12	10412315	10420595	-	ENSG00000205810
KLRC2	12	10426854	10442300	-	ENSG00000205809
KLRC1	12	10442264	10454685	-	ENSG00000134545
EIF2S3B	12	10505602	10523135	+	ENSG00000180574
MAGOHB	12	10604190	10613609	-	ENSG00000111196
STYK1	12	10618919	10674318	-	ENSG00000060140
YBX3	12	10699077	10723388	-	ENSG00000060138
TAS2R7	12	10801532	10802627	-	ENSG00000121377
TAS2R8	12	10806051	10807286	-	ENSG00000121314
TAS2R9	12	10809094	10810168	-	ENSG00000121381
PRH1	12	10824960	11171608	-	ENSG00000231887
TAS2R10	12	10825219	10826358	-	ENSG00000121318
PRR4	12	10845849	11171600	-	ENSG00000111215
TAS2R13	12	10907926	10909562	-	ENSG00000212128
PRH2	12	10929236	10934845	+	ENSG00000134551
TAS2R14	12	10937408	11171573	-	ENSG00000212127
TAS2R50	12	10985913	10986912	-	ENSG00000212126
TAS2R20	12	10995961	10998304	-	ENSG00000255837
TAS2R19	12	11021619	11022620	-	ENSG00000212124
TAS2R31	12	11030387	11031407	-	ENSG00000256436
TAS2R46	12	11061365	11062294	-	ENSG00000226761
TAS2R43	12	11091287	11092313	-	ENSG00000255374
TAS2R30	12	11132958	11134644	-	ENSG00000256188
SMIM10L1	12	11171194	11176016	+	ENSG00000256537
TAS2R42	12	11185993	11186937	-	ENSG00000186136
PRB3	12	11265914	11269707	-	ENSG00000197870
PRB4	12	11307077	11310436	-	ENSG00000230657
PRB1	12	11351823	11355591	-	ENSG00000251655
PRB2	12	11391540	11501041	-	ENSG00000121335
ETV6	12	11649623	11895386	+	ENSG00000139083
BCL2L14	12	12049844	12211084	+	ENSG00000121380
LRP6	12	12116025	12267185	-	ENSG00000070018
MANSC1	12	12326056	12350483	-	ENSG00000111261
BORCS5	12	12357078	12471233	+	ENSG00000165714
DUSP16	12	12473282	12563147	-	ENSG00000111266
CREBL2	12	12611827	12645108	+	ENSG00000111269
GPR19	12	12660047	12696705	-	ENSG00000183150
CDKN1B	12	12685498	12722373	+	ENSG00000111276
APOLD1	12	12725917	12829975	+	ENSG00000178878
DDX47	12	12813316	12829981	+	ENSG00000213782
GPRC5A	12	12890782	12917937	+	ENSG00000013588
GPRC5D	12	12940575	12952170	-	ENSG00000111291
HEBP1	12	12974867	13000275	-	ENSG00000013583
FAM234B	12	13044185	13142521	+	ENSG00000084444
GSG1	12	13083532	13103683	-	ENSG00000111305
EMP1	12	13196723	13219941	+	ENSG00000134531
GRIN2B	12	13437942	13982002	-	ENSG00000273079
ATF7IP	12	14365627	14502931	+	ENSG00000171681
PLBD1	12	14503660	14567913	-	ENSG00000121316
GUCY2C	12	14612632	14696599	-	ENSG00000070019
H4C16	12	14767999	14771131	-	ENSG00000197837
H2AJ	12	14774405	14778002	+	ENSG00000246705
WBP11	12	14784582	14803500	-	ENSG00000084463
C12orf60	12	14802864	14906586	+	ENSG00000182993
SMCO3	12	14804650	14814182	-	ENSG00000179256
ART4	12	14825569	14843526	-	ENSG00000111339
MGP	12	14880864	14887639	-	ENSG00000111341
ERP27	12	14914039	14938537	-	ENSG00000139055
ARHGDIB	12	14942015	14961985	-	ENSG00000111348
PDE6H	12	14973042	14981865	+	ENSG00000139053
RERG	12	15107783	15348675	-	ENSG00000134533
PTPRO	12	15322257	15602175	+	ENSG00000151490
EPS8	12	15620134	15882330	-	ENSG00000151491
STRAP	12	15882356	15903478	+	ENSG00000023734
DERA	12	15911284	16037381	+	ENSG00000023697
SLC15A5	12	16188485	16277685	-	ENSG00000188991
MGST1	12	16347115	16609259	+	ENSG00000008394
LMO3	12	16548148	16613168	-	ENSG00000048540
RERGL	12	18080869	18320107	-	ENSG00000111404
PIK3C2G	12	18242960	18648416	+	ENSG00000139144
PLCZ1	12	18683169	18738100	-	ENSG00000139151
CAPZA3	12	18738119	18739188	+	ENSG00000177938
PLEKHA5	12	19129524	19376403	+	ENSG00000052126
AEBP2	12	19404045	19720801	+	ENSG00000139154
PDE3A	12	20368537	20688583	+	ENSG00000172572
SLCO1C1	12	20695332	20753386	+	ENSG00000139155
SLCO1B3	12	20810691	20916911	+	ENSG00000111700
SLCO1B3-SLCO1B7	12	20815674	21090245	+	ENSG00000257046
SLCO1B1	12	21131120	21241074	+	ENSG00000134538
SLCO1A2	12	21264600	21419676	-	ENSG00000084453
IAPP	12	21354959	21379980	+	ENSG00000121351
PYROXD1	12	21437615	21471250	+	ENSG00000121350
RECQL	12	21468910	21501669	-	ENSG00000004700
GOLT1B	12	21501781	21518408	+	ENSG00000111711
SPX	12	21526296	21541249	+	ENSG00000134548
GYS2	12	21536107	21604917	-	ENSG00000111713
LDHB	12	21635340	21757890	-	ENSG00000111716
KCNJ8	12	21764950	21775615	-	ENSG00000121361
ABCC9	12	21797389	21942543	-	ENSG00000069431
CMAS	12	22046174	22065674	+	ENSG00000111726
ST8SIA1	12	22063773	22437041	-	ENSG00000111728
C2CD5	12	22448567	22544574	-	ENSG00000111731
ETNK1	12	22625075	22690665	+	ENSG00000139163
SOX5	12	23529504	24562544	-	ENSG00000134532
BCAT1	12	24810024	24949556	-	ENSG00000060982
IRAG2	12	25004342	25108489	+	ENSG00000118308
DNAI7	12	25108289	25195163	-	ENSG00000118307
ETFRF1	12	25194775	25209645	+	ENSG00000205707
KRAS	12	25205246	25250936	-	ENSG00000133703
LMNTD1	12	25409307	25648579	-	ENSG00000152936
RASSF8	12	25958068	26079892	+	ENSG00000123094
BHLHE41	12	26120030	26125037	-	ENSG00000123095
SSPN	12	26121991	26299290	+	ENSG00000123096
ITPR2	12	26335352	26833194	-	ENSG00000123104
INTS13	12	26904250	26938331	-	ENSG00000064102
FGFR1OP2	12	26938401	26966650	+	ENSG00000111790
TM7SF3	12	26971579	27014507	-	ENSG00000064115
MED21	12	27022546	27066343	+	ENSG00000152944
C12orf71	12	27081057	27082578	-	ENSG00000214700
STK38L	12	27243968	27325959	+	ENSG00000211455
BMAL2	12	27332836	27425289	+	ENSG00000029153
SMCO2	12	27446736	27502185	+	ENSG00000165935
PPFIBP1	12	27523431	27695565	+	ENSG00000110841
REP15	12	27696447	27697596	+	ENSG00000174236
MRPS35	12	27710801	27756301	+	ENSG00000061794
MANSC4	12	27762427	27780236	-	ENSG00000205693
KLHL42	12	27780000	27803040	+	ENSG00000087448
PTHLH	12	27958084	27972755	-	ENSG00000087494
CCDC91	12	28133249	28581511	+	ENSG00000123106
FAR2	12	29149016	29341121	+	ENSG00000064763
ERGIC2	12	29337352	29381189	-	ENSG00000087502
OVCH1	12	29412474	29497686	-	ENSG00000187950
TMTC1	12	29500840	29784759	-	ENSG00000133687
IPO8	12	30628981	30695883	-	ENSG00000133704
CAPRIN2	12	30709512	30823302	-	ENSG00000110888
TSPAN11	12	30926428	30996602	+	ENSG00000110900
DDX11	12	31073282	31104811	+	ENSG00000013573
SINHCAF	12	31280584	31327058	-	ENSG00000139146
DENND5B	12	31382226	31591170	-	ENSG00000170456
AK4P3	12	31615023	31652095	-	ENSG00000233381
ETFBKMT	12	31647160	31673114	+	ENSG00000139160
AMN1	12	31671142	31729121	-	ENSG00000151743
H3-5	12	31791185	31792298	-	ENSG00000188375
RESF1	12	31959370	31993114	+	ENSG00000174718
BICD1	12	32106817	32383633	+	ENSG00000151746
FGD4	12	32399558	32646050	+	ENSG00000139132
DNM1L	12	32679200	32745650	+	ENSG00000087470
YARS2	12	32727490	32755906	-	ENSG00000139131
PKP2	12	32790745	32896798	-	ENSG00000057294
SYT10	12	33374238	33439819	-	ENSG00000110975
ALG10	12	34022468	34029694	+	ENSG00000139133
ALG10B	12	38316762	38329721	+	ENSG00000175548
CPNE8	12	38646822	38907430	-	ENSG00000139117
KIF21A	12	39293228	39443718	-	ENSG00000139116
ABCD2	12	39550033	39619803	-	ENSG00000173208
REDIC1	12	39626167	39908300	+	ENSG00000180116
SLC2A13	12	39755025	40106089	-	ENSG00000151229
LRRK2	12	40196744	40369285	+	ENSG00000188906
MUC19	12	40393395	40570832	+	ENSG00000205592
CNTN1	12	40692431	41072415	+	ENSG00000018236
PDZRN4	12	41188320	41574745	+	ENSG00000165966
GXYLT1	12	42081845	42144874	-	ENSG00000151233
YAF2	12	42157104	42238349	-	ENSG00000015153
PPHLN1	12	42238418	42459715	+	ENSG00000134283
ZCRB1	12	42312086	42326257	-	ENSG00000139168
PRICKLE1	12	42456753	42590355	-	ENSG00000139174
ADAMTS20	12	43352771	43552203	-	ENSG00000173157
PUS7L	12	43718992	43759193	-	ENSG00000129317
IRAK4	12	43758944	43798307	+	ENSG00000198001
TWF1	12	43793460	43806328	-	ENSG00000151239
TMEM117	12	43835967	44389762	+	ENSG00000139173
NELL2	12	44508274	44921889	-	ENSG00000184613
DBX2	12	45014672	45051099	-	ENSG00000185610
ANO6	12	45215987	45482280	+	ENSG00000177119
ARID2	12	45728910	45908040	+	ENSG00000189079
SCAF11	12	45919131	45992120	-	ENSG00000139218
SLC38A1	12	46183054	46270070	-	ENSG00000111371
SLC38A2	12	46358185	46372832	-	ENSG00000134294
SLC38A4	12	46763642	46832500	-	ENSG00000139209
AMIGO2	12	47075707	47080902	-	ENSG00000139211
PCED1B	12	47077945	47236664	+	ENSG00000179715
RPAP3	12	47661249	47706038	-	ENSG00000005175
ENDOU	12	47709734	47725567	-	ENSG00000111405
RAPGEF3	12	47734363	47771040	-	ENSG00000079337
SLC48A1	12	47753916	47782751	+	ENSG00000211584
HDAC7	12	47782722	47833132	-	ENSG00000061273
VDR	12	47841537	47943048	-	ENSG00000111424
TMEM106C	12	47963569	47968885	+	ENSG00000134291
COL2A1	12	47972967	48004689	-	ENSG00000139219
SENP1	12	48039784	48106308	-	ENSG00000079387
PFKM	12	48105139	48150704	+	ENSG00000152556
ASB8	12	48147789	48181213	-	ENSG00000177981
CCDC184	12	48183644	48185926	+	ENSG00000177875
OR10AD1	12	48202339	48203292	-	ENSG00000172640
H1-7	12	48328980	48330279	+	ENSG00000187166
ZNF641	12	48337180	48351414	-	ENSG00000167528
ANP32D	12	48472559	48473622	+	ENSG00000139223
C12orf54	12	48482498	48496524	+	ENSG00000177627
OR8S1	12	48525632	48526570	+	ENSG00000284723
OR5BS1	12	48559882	48562956	+	ENSG00000198678
LALBA	12	48567684	48570066	-	ENSG00000167531
KANSL2	12	48653211	48682247	-	ENSG00000139620
CCNT1	12	48688458	48716998	-	ENSG00000129315
SPMIP11	12	48727435	48765790	+	ENSG00000257987
ADCY6	12	48766191	48789906	-	ENSG00000174233
CACNB3	12	48813794	48828941	+	ENSG00000167535
DDX23	12	48829756	48852842	-	ENSG00000174243
RND1	12	48857145	48865870	-	ENSG00000172602
CCDC65	12	48904110	48931840	+	ENSG00000139537
FKBP11	12	48921518	48926474	-	ENSG00000134285
ARF3	12	48935723	48957514	-	ENSG00000134287
WNT10B	12	48965340	48971735	-	ENSG00000169884
WNT1	12	48978322	48982620	+	ENSG00000125084
DDN	12	48995149	48999375	-	ENSG00000181418
PRKAG1	12	49002274	49018807	-	ENSG00000181929
KMT2D	12	49018975	49060794	-	ENSG00000167548
RHEBL1	12	49064676	49070039	-	ENSG00000167550
DHH	12	49086656	49094801	-	ENSG00000139549
LMBR1L	12	49097136	49110900	-	ENSG00000139636
TUBA1B	12	49127782	49131397	-	ENSG00000123416
TUBA1A	12	49184686	49189324	-	ENSG00000167552
TUBA1C	12	49188736	49274600	+	ENSG00000167553
PRPH	12	49295147	49298686	+	ENSG00000135406
TROAP	12	49323216	49331733	+	ENSG00000135451
C1QL4	12	49332409	49337188	-	ENSG00000186897
DNAJC22	12	49345607	49357546	+	ENSG00000178401
SPATS2	12	49366240	49528438	+	ENSG00000123352
KCNH3	12	49539028	49558337	+	ENSG00000135519
MCRS1	12	49556544	49568145	-	ENSG00000187778
PRPF40B	12	49568218	49644666	+	ENSG00000110844
FAM186B	12	49582885	49605639	-	ENSG00000135436
FMNL3	12	49636499	49708165	-	ENSG00000161791
TMBIM6	12	49707725	49764935	+	ENSG00000139644
NCKAP5L	12	49791140	49828750	-	ENSG00000167566
BCDIN3D	12	49836043	49843106	-	ENSG00000186666
FAIM2	12	49866896	49904217	-	ENSG00000135472
AQP2	12	49950737	49958878	+	ENSG00000167580
AQP5	12	49961811	49965682	+	ENSG00000161798
AQP6	12	49967194	49977139	+	ENSG00000086159
RACGAP1	12	49976923	50033136	-	ENSG00000161800
ASIC1	12	50057548	50083621	+	ENSG00000110881
SMARCD1	12	50085200	50100712	+	ENSG00000066117
GPD1	12	50103982	50111316	+	ENSG00000167588
COX14	12	50112082	50120457	+	ENSG00000178449
CERS5	12	50129289	50167533	-	ENSG00000139624
LIMA1	12	50175788	50283524	-	ENSG00000050405
FAM186A	12	50326230	50396622	-	ENSG00000185958
LARP4	12	50392383	50480007	+	ENSG00000161813
DIP2B	12	50504962	50748657	+	ENSG00000066084
ATF1	12	50763710	50821162	+	ENSG00000123268
TMPRSS12	12	50842920	50887884	+	ENSG00000186452
TMT1A	12	50923472	50932510	+	ENSG00000185432
HIGD1C	12	50952538	50970607	+	ENSG00000214511
SLC11A2	12	50979401	51028566	-	ENSG00000110911
LETMD1	12	51047962	51060426	+	ENSG00000050426
CSRNP2	12	51061205	51083664	-	ENSG00000110925
TFCP2	12	51093656	51173137	-	ENSG00000135457
POU6F1	12	51186936	51218062	-	ENSG00000184271
DAZAP2	12	51238724	51271362	+	ENSG00000183283
SMAGP	12	51244558	51270415	-	ENSG00000170545
BIN2	12	51281038	51324668	-	ENSG00000110934
CELA1	12	51328442	51346679	-	ENSG00000139610
GALNT6	12	51351247	51392867	-	ENSG00000139629
SLC4A8	12	51391317	51515763	+	ENSG00000050438
SCN8A	12	51590266	51812864	+	ENSG00000196876
TMDD1	12	51813921	51814925	-	ENSG00000284730
FIGNL2	12	51817899	51848718	-	ENSG00000261308
ANKRD33	12	51888009	51891727	+	ENSG00000167612
ACVRL1	12	51906908	51923361	+	ENSG00000139567
ACVR1B	12	51951679	51997082	+	ENSG00000135503
TAMALIN	12	52006946	52015889	+	ENSG00000161835
NR4A1	12	52022832	52059509	+	ENSG00000123358
ATG101	12	52069246	52077495	+	ENSG00000123395
SMIM41	12	52079704	52108255	+	ENSG00000284791
KRT80	12	52168996	52192014	-	ENSG00000167767
KRT7	12	52232520	52252186	+	ENSG00000135480
KRT86	12	52249300	52309163	+	ENSG00000170442
KRT81	12	52285913	52291534	-	ENSG00000205426
KRT83	12	52314301	52321398	-	ENSG00000170523
KRT85	12	52360006	52367481	-	ENSG00000135443
KRT84	12	52377812	52385652	-	ENSG00000161849
KRT82	12	52393931	52406335	-	ENSG00000161850
KRT75	12	52424070	52434371	-	ENSG00000170454
KRT6B	12	52446651	52452146	-	ENSG00000185479
KRT6C	12	52468516	52473805	-	ENSG00000170465
KRT6A	12	52487176	52493257	-	ENSG00000205420
KRT5	12	52514575	52520530	-	ENSG00000186081
KRT71	12	52543909	52553145	-	ENSG00000139648
KRT74	12	52565782	52573843	-	ENSG00000170484
KRT72	12	52585589	52601538	-	ENSG00000170486
KRT73	12	52607570	52618559	-	ENSG00000186049
KRT2	12	52644558	52652211	-	ENSG00000172867
KRT1	12	52674736	52680407	-	ENSG00000167768
KRT77	12	52689626	52703524	-	ENSG00000189182
KRT76	12	52768155	52777345	-	ENSG00000185069
KRT3	12	52789685	52796117	-	ENSG00000186442
KRT4	12	52806549	52814116	-	ENSG00000170477
KRT79	12	52821408	52834311	-	ENSG00000185640
KRT78	12	52837804	52849092	-	ENSG00000170423
KRT8	12	52897182	52949954	-	ENSG00000170421
KRT18	12	52945688	52952911	+	ENSG00000111057
EIF4B	12	53006279	53042230	+	ENSG00000063046
TNS2	12	53046969	53064379	+	ENSG00000111077
SPRYD3	12	53064316	53079414	-	ENSG00000167778
IGFBP6	12	53097436	53102345	+	ENSG00000167779
SOAT2	12	53103461	53124538	+	ENSG00000167780
CSAD	12	53157663	53180933	-	ENSG00000139631
ZNF740	12	53180694	53195142	+	ENSG00000139651
ITGB7	12	53191318	53207282	-	ENSG00000139626
RARG	12	53210566	53232980	-	ENSG00000172819
MFSD5	12	53251251	53254406	+	ENSG00000182544
ESPL1	12	53268285	53293643	+	ENSG00000135476
PFDN5	12	53295291	53299452	+	ENSG00000123349
MYG1	12	53299695	53307177	+	ENSG00000139637
AAAS	12	53307456	53324864	-	ENSG00000094914
SP7	12	53326575	53345315	-	ENSG00000170374
SP1	12	53380176	53416446	+	ENSG00000185591
AMHR2	12	53423672	53431672	+	ENSG00000135409
PRR13	12	53441308	53446660	+	ENSG00000205352
PCBP2	12	53451900	53481162	+	ENSG00000197111
MAP3K12	12	53479669	53500063	-	ENSG00000139625
TARBP2	12	53500921	53506431	+	ENSG00000139546
NPFF	12	53506684	53507491	-	ENSG00000139574
ATF7-NPFF	12	53506691	53625979	-	ENSG00000267281
ATF7	12	53507856	53626410	-	ENSG00000170653
ATP5MC2	12	53632726	53677651	-	ENSG00000135390
CALCOCO1	12	53708517	53727745	-	ENSG00000012822
HOXC13	12	53938831	53946544	+	ENSG00000123364
HOXC12	12	53954903	53958956	+	ENSG00000123407
HOXC11	12	53973126	53977643	+	ENSG00000123388
HOXC10	12	53985065	53990279	+	ENSG00000180818
HOXC6	12	53990624	54030823	+	ENSG00000197757
HOXC9	12	53994895	54003337	+	ENSG00000180806
HOXC8	12	54008985	54012769	+	ENSG00000037965
HOXC4	12	54016931	54056030	+	ENSG00000198353
HOXC5	12	54033050	54035361	+	ENSG00000172789
SMUG1	12	54121277	54189008	-	ENSG00000123415
CBX5	12	54230942	54280133	-	ENSG00000094916
HNRNPA1	12	54280193	54287088	+	ENSG00000135486
NFE2	12	54292107	54301259	-	ENSG00000123405
COPZ1	12	54301202	54351848	+	ENSG00000111481
GPR84	12	54362445	54364487	-	ENSG00000139572
ZNF385A	12	54369129	54391307	-	ENSG00000161642
ITGA5	12	54395261	54419266	-	ENSG00000161638
GTSF1	12	54455950	54473602	-	ENSG00000170627
NCKAP1L	12	54497721	54548243	+	ENSG00000123338
PDE1B	12	54549601	54579241	+	ENSG00000123360
PPP1R1A	12	54575387	54588659	-	ENSG00000135447
LACRT	12	54630811	54634895	-	ENSG00000135413
DCD	12	54644589	54648493	-	ENSG00000161634
MUCL1	12	54830518	54896008	+	ENSG00000172551
TESPA1	12	54948015	54989104	-	ENSG00000135426
NEUROD4	12	55019974	55030017	+	ENSG00000123307
OR9K2	12	55126406	55132750	+	ENSG00000170605
OR10A7	12	55221025	55221975	+	ENSG00000179919
